0.000000000000000e+00 9.999999990000001e-02 -7.209942209164925e-02 1.559776467540340e-01
5.059867338051473e-07 9.999997900889493e-02 -7.209940510535601e-02 1.559776467540342e-01
1.011973467610295e-06 9.999995811779232e-02 -7.209938811906547e-02 1.559776467540347e-01
1.517960201415442e-06 9.999993722669223e-02 -7.209937113277769e-02 1.559776467540355e-01
3.725603417531140e-06 9.999984607789661e-02 -7.209929702085885e-02 1.559776467540419e-01
5.933246633646838e-06 9.999975492914830e-02 -7.209922290899155e-02 1.559776467540536e-01
8.140889849762537e-06 9.999966378044806e-02 -7.209914879717662e-02 1.559776467540705e-01
1.034853306587823e-05 9.999957263179614e-02 -7.209907468541434e-02 1.559776467540926e-01
1.690051369414362e-05 9.999930211545167e-02 -7.209885473223435e-02 1.559776467541897e-01
2.345249432240900e-05 9.999903159953333e-02 -7.209863477951860e-02 1.559776467543334e-01
3.000447495067438e-05 9.999876108404111e-02 -7.209841482726707e-02 1.559776467545238e-01
3.655645557893976e-05 9.999849056897502e-02 -7.209819487547979e-02 1.559776467547609e-01
1.020762618615936e-04 9.999578544175100e-02 -7.209599538313916e-02 1.559776467596981e-01
1.675960681442474e-04 9.999308035713990e-02 -7.209379593722087e-02 1.559776467693016e-01
2.331158744269012e-04 9.999037531514218e-02 -7.209159653772472e-02 1.559776467835715e-01
2.986356807095550e-04 9.998767031575836e-02 -7.208939718465046e-02 1.559776468025074e-01
5.260289970124293e-04 9.997828266407600e-02 -7.208176446071662e-02 1.559776469044219e-01
7.534223133153036e-04 9.996889552570980e-02 -7.207413229592753e-02 1.559776470625285e-01
9.808156296181778e-04 9.995950890068149e-02 -7.206650069027427e-02 1.559776472768188e-01
1.208208945921052e-03 9.995012278901276e-02 -7.205886964374797e-02 1.559776475472844e-01
1.435602262223926e-03 9.994073719072526e-02 -7.205123915633974e-02 1.559776478739171e-01
2.349723417108577e-03 9.990301226520260e-02 -7.202057023760867e-02 1.559776497535476e-01
3.263844571993228e-03 9.986529563787842e-02 -7.198991035372830e-02 1.559776525401823e-01
4.177965726877878e-03 9.982758731015405e-02 -7.195925950411972e-02 1.559776562332794e-01
5.092086881762528e-03 9.978988728342866e-02 -7.192861768820283e-02 1.559776608322972e-01
6.006208036647179e-03 9.975219555909932e-02 -7.189798490539641e-02 1.559776663366942e-01
8.543229379983003e-03 9.964763071339328e-02 -7.181301502212745e-02 1.559776863521951e-01
1.108025072331883e-02 9.954312985869607e-02 -7.172811470084964e-02 1.559777133257941e-01
1.361727206665465e-02 9.943869302462409e-02 -7.164328392899966e-02 1.559777472459413e-01
1.615429340999047e-02 9.933432024067156e-02 -7.155852269394698e-02 1.559777881010987e-01
1.869131475332630e-02 9.923001153621047e-02 -7.147383098299395e-02 1.559778358797408e-01
2.122833609666212e-02 9.912576694049048e-02 -7.138920878337571e-02 1.559778905703541e-01
2.773024979762517e-02 9.885890032083021e-02 -7.117265508813769e-02 1.559780622084069e-01
3.423216349858821e-02 9.859245544593007e-02 -7.095655764192763e-02 1.559782789756590e-01
4.073407719955125e-02 9.832643279715034e-02 -7.074091622386065e-02 1.559785406794068e-01
4.723599090051429e-02 9.806083285059110e-02 -7.052573061017910e-02 1.559788471274742e-01
5.373790460147734e-02 9.779565607709791e-02 -7.031100057426136e-02 1.559791981282124e-01
6.023981830244038e-02 9.753090294226738e-02 -7.009672588663043e-02 1.559795934905009e-01
6.876272676476537e-02 9.718449878239462e-02 -6.981653729639743e-02 1.559801786130110e-01
7.728563522709037e-02 9.683882436494436e-02 -6.953713019062806e-02 1.559808392056203e-01
8.580854368941536e-02 9.649388069773780e-02 -6.925850403031801e-02 1.559815748419826e-01
9.433145215174035e-02 9.614966877318154e-02 -6.898065826815365e-02 1.559823850973152e-01
1.028543606140653e-01 9.580618956829191e-02 -6.870359234854652e-02 1.559832695484000e-01
1.113772690763903e-01 9.546344404472018e-02 -6.842730570766832e-02 1.559842277735850e-01
1.199001775387153e-01 9.512143314877843e-02 -6.815179777348633e-02 1.559852593527848e-01
1.323046615459617e-01 9.462497532051264e-02 -6.775220590625188e-02 1.559868909542259e-01
1.447091455532081e-01 9.413007841502495e-02 -6.735426050158919e-02 1.559886757688622e-01
1.571136295604545e-01 9.363674517632993e-02 -6.695795970371943e-02 1.559906125193903e-01
1.695181135677009e-01 9.314497828021187e-02 -6.656330162083347e-02 1.559926999355567e-01
1.819225975749473e-01 9.265478033441235e-02 -6.617028432532759e-02 1.559949367541620e-01
1.943270815821937e-01 9.216615387882221e-02 -6.577890585404035e-02 1.559973217190647e-01
2.067315655894401e-01 9.167910138567791e-02 -6.538916420849077e-02 1.559998535811848e-01
2.196292703844349e-01 9.117435462335292e-02 -6.498565941191103e-02 1.560026405540806e-01
2.325269751794298e-01 9.067131470349149e-02 -6.458391966953034e-02 1.560055836074054e-01
2.454246799744246e-01 9.016998417385209e-02 -6.418394261508172e-02 1.560086813613824e-01
2.583223847694195e-01 8.967036550411023e-02 -6.378572584216871e-02 1.560119324444968e-01
2.712200895644143e-01 8.917246108612420e-02 -6.338926690456274e-02 1.560153354934959e-01
2.841177943594092e-01 8.867627323420622e-02 -6.299456331650190e-02 1.560188891533895e-01
2.970154991544041e-01 8.818180418539885e-02 -6.260161255299117e-02 1.560225920774486e-01
3.099382256799135e-01 8.768810183541947e-02 -6.220965481494876e-02 1.560264505408105e-01
3.228609522054229e-01 8.719612922787051e-02 -6.181945151739727e-02 1.560304561664235e-01
3.357836787309323e-01 8.670588838117543e-02 -6.143100000394645e-02 1.560346076246460e-01
3.487064052564417e-01 8.621738123705353e-02 -6.104429757989305e-02 1.560389035941518e-01
