0.000000000000000e+00 1.999999998999969e-01 -9.304990084478922e-02 2.729065958108560e-02
3.392759199912660e-07 1.999999543654908e-01 -9.304986355364260e-02 2.729065931089441e-02
6.785518399825319e-07 1.999999088309849e-01 -9.304982626249947e-02 2.729065904070338e-02
1.017827759973798e-06 1.999998632964793e-01 -9.304978897135989e-02 2.729065877051252e-02
2.498098837728237e-06 1.999996646280597e-01 -9.304962626903145e-02 2.729065759166346e-02
3.978369915482677e-06 1.999994659596447e-01 -9.304946356676952e-02 2.729065641281749e-02
5.458640993237116e-06 1.999992672912341e-01 -9.304930086457518e-02 2.729065523397468e-02
6.938912070991556e-06 1.999990686228281e-01 -9.304913816244878e-02 2.729065405513503e-02
1.133189709398661e-05 1.999984790367007e-01 -9.304865531344741e-02 2.729065055672361e-02
1.572488211698166e-05 1.999978894506135e-01 -9.304817246504510e-02 2.729064705834012e-02
2.011786713997672e-05 1.999972998645666e-01 -9.304768961724184e-02 2.729064355998457e-02
2.451085216297177e-05 1.999967102785600e-01 -9.304720677003765e-02 2.729064006165695e-02
6.844070239292231e-05 1.999908144207095e-01 -9.304237833094411e-02 2.729060507991733e-02
1.123705526228728e-04 1.999849185668889e-01 -9.303754995175757e-02 2.729057010097136e-02
1.563004028528234e-04 1.999790227171015e-01 -9.303272163247935e-02 2.729053512481893e-02
2.002302530827739e-04 1.999731268713504e-01 -9.302789337311085e-02 2.729050015145996e-02
3.262620100636236e-04 1.999562121127141e-01 -9.301404175737824e-02 2.729039983077062e-02
4.522937670444733e-04 1.999392973874026e-01 -9.300019063479435e-02 2.729029953307063e-02
5.783255240253230e-04 1.999223826954928e-01 -9.298634000539320e-02 2.729019925835778e-02
7.043572810061727e-04 1.999054680370612e-01 -9.297248986920872e-02 2.729009900662986e-02
8.303890379870224e-04 1.998885534121844e-01 -9.295864022627476e-02 2.728999877788467e-02
1.295190115964664e-03 1.998261731094012e-01 -9.290756745176222e-02 2.728962933612554e-02
1.759991193942306e-03 1.997637932678726e-01 -9.285650138815875e-02 2.728926020681649e-02
2.224792271919949e-03 1.997014138914302e-01 -9.280544203715925e-02 2.728889138984708e-02
2.689593349897591e-03 1.996390349839085e-01 -9.275438940045970e-02 2.728852288510679e-02
3.154394427875233e-03 1.995766565491428e-01 -9.270334347975612e-02 2.728815469248509e-02
3.619195505852875e-03 1.995142785909677e-01 -9.265230427674374e-02 2.728778681187147e-02
4.506039723014214e-03 1.993952622781507e-01 -9.255493970716233e-02 2.728708575787401e-02
5.392883940175553e-03 1.992762477409504e-01 -9.245759961123980e-02 2.728638583857062e-02
6.279728157336892e-03 1.991572350060025e-01 -9.236028400074216e-02 2.728568705319373e-02
7.166572374498231e-03 1.990382240999449e-01 -9.226299288743174e-02 2.728498940097579e-02
8.053416591659569e-03 1.989192150494171e-01 -9.216572628306713e-02 2.728429288114919e-02
9.884943581347004e-03 1.986734413565808e-01 -9.196492712809373e-02 2.728285799651357e-02
1.171647057103444e-02 1.984276759261324e-01 -9.176423266051148e-02 2.728142793163544e-02
1.354799756072187e-02 1.981819189927892e-01 -9.156364298374481e-02 2.728000267975302e-02
1.537952455040931e-02 1.979361707912974e-01 -9.136315820115046e-02 2.727858223410436e-02
1.721105154009674e-02 1.976904315564312e-01 -9.116277841601723e-02 2.727716658792726e-02
1.904257852978418e-02 1.974447015229921e-01 -9.096250373156563e-02 2.727575573445935e-02
2.251079269927836e-02 1.969794085254316e-01 -9.058354811054652e-02 2.727309722219868e-02
2.597900686877253e-02 1.965141509591165e-01 -9.020497042834008e-02 2.727045582542978e-02
2.944722103826671e-02 1.960489304191397e-01 -8.982677138378904e-02 2.726783149823045e-02
3.291543520776088e-02 1.955837485009016e-01 -8.944895167483613e-02 2.726522419467687e-02
3.638364937725506e-02 1.951186068000942e-01 -8.907151199851722e-02 2.726263386884389e-02
3.985186354674923e-02 1.946535069126871e-01 -8.869445305095458e-02 2.726006047480535e-02
4.491631476885734e-02 1.939744243605435e-01 -8.814453898651721e-02 2.725633300165907e-02
4.998076599096545e-02 1.932954393429562e-01 -8.759544040203616e-02 2.725264139162947e-02
5.504521721307355e-02 1.926165568321013e-01 -8.704715945435508e-02 2.724898550171148e-02
